,제목,작가,장르,줄거리,url,썸네일,플랫폼,키워드
0,내 남편의 스캔들,"드센,태소영",로맨스,국회의원의 딸 정서현과 삼마그룹 마기진 상무의 결혼은 완벽했다. 그가 비서 채린과 바람을 피우기 전까지. 이혼을 앞두고 서류에 도장만 찍을 일만 남았는데 교통사고로 인해 마기진이 기억 상실증에 걸리게 된다. 기억을 잃은 마기진은 서현을 자신이 가장 사랑했던 여자라고 착각을 하게 되는데....,https://page.kakao.com/home?seriesId=59307452,https://dn-img-page.kakao.com/download/resource?kid=bwnK1e/hzwBo1r1Um/tXfleha1jloJM5Q6r82ZV1&filename=th2,카카오페이지,"['기억', '기진', '바람', '비서', '일만']"
1,더는 못 본 척하지 않기로 했다,"DAMA,이재현,율비",로판,"회귀하고 나서야 깨달았다.

외도를 저지른 남편은 어떻게든 다시 또 외도를 저지르고,
저 망할 내연녀는 다시 또 내 앞에 나타나고,
내 명줄은 그리 길지 않다는 걸.

""우리 이혼해요."" 

""...뭐?""

""당신에게 줄 돈은 한 푼도 없으니까 내가 사준 것들 전부 내놓고 나가세요.
저기 저 구석에 처박힌 속옷까지 전부, 다.""

""갑자기 왜 이러는 거요?""

""갑자기?""

절로 비틀린 미소가 그려졌다. 원래 염치없는 사람인 줄은 알았지만 이건 좀 심하잖아.

""그건 당신이 더 잘 알겠지, 이 하반신으로 생각하는 짐승 새끼야.""",https://page.kakao.com/home?seriesId=57673950,https://dn-img-page.kakao.com/download/resource?kid=l2ykH/hzb7wLZeM1/xmDI1RuSQ7Y5pWBckSTGz1&filename=th2,카카오페이지,"['미소', '절로', '구석', '남편', '내연']"
2,녹음의 관,"삵,김은혜,비누,시야",로판,"남자주인공에게 트라우마를 남긴 계모의 딸에 빙의했다.
이 모든 것은 내가 열 다섯 살 때 쓴 소설 속 안.
괜찮아, 어떻게든 널 행복하게 만들어줄게.
내가 이 소설의 원작자라고!

""저는 단 한번도 누님을 가족이라 생각한 적이 없습니다.""

남주 행복 프로젝트, 열심히 실천하고 있다고 생각했는데.
왜 나를 가족으로 인정해주지 않는거니?
남주가 공작이 되기 전까지 나, 무사히 살아남을 수 있을까?",https://page.kakao.com/home?seriesId=55889891,https://dn-img-page.kakao.com/download/resource?kid=ZlYq4/hzaccbtjfk/D7hKrYl14bA16b3kZBk3QK&filename=th2,카카오페이지,"['가족', '공작', '인정', '주가', '주지']"
3,그녀와 야수,"홍슬,마지노선",로판,"제국의 시조였던 전설적인 인물 마티나의 죽음으로부터 백 년 후,
마티나는 귀족가의 일개 여식인 아스티나로 환생한다.

전생과 다른 평화로운 일상은 잠시,
아버지의 파산으로 인해 아스티나는
야수의 형상을 한 테리오드 대공에게로 팔려 간다.

“급소를 쳐서 기절시켰어요.”
“기…… 절시키셨다고요?”

하룻밤에 죽어 나갈 것이라는 모두의 예상과 달리
그녀는 화려한 검술로 괴물 테리오드를 제압해
애완동물로 길들이기 시작한다.

“테오, 앉아.”
“컹!”

달빛이 아름다운 어느 밤,
자신을 잘 따르는 테리오드가 기특해
아스티나는 그에게 짧게 입을 맞춰 주는데……

“……테오?”

아스티나의 애완동물이……
사람이 됐다?

결핍된 괴물 남편과 무심한 아내의 본격 조련 로맨스!

==============================

[표지 및 타이틀 로고 디자인] 송가희",https://page.kakao.com/home?seriesId=55566760,https://dn-img-page.kakao.com/download/resource?kid=tuekv/hyZ8uMY4RG/yi8ZjUUxvS6GK9QA49kDLK&filename=th2,카카오페이지,"['괴물', '오드', '테리', '티나', '로판제']"
4,아기가 생겼어요,"강기,이정",로맨스,"윤리적 교육적으로 완벽한 선생님을 꿈꾸던 장희원은 하룻 밤의 일탈로 임신을 하게 된다.
설상가상으로 아기아빠는 제자의 삼촌이자 학교 이사장인 강두준인데.
덜컥 결혼부터 하자는 이사님께 제대로 낚인 장희원의 아슬아슬한 로맨스 드라마!",https://page.kakao.com/home?seriesId=55482233,https://dn-img-page.kakao.com/download/resource?kid=KUpew/hzaccPQcVI/VTsMKmTcNtn8vfLHcqH7Kk&filename=th2,카카오페이지,"['로맨스', '희원', '강두', '결혼', '드라마']"
5,적기사는 눈먼 돈을 좇지 않는다,"송재민,로시원",로판,"황실 기사 유디트는 한때 돈만 쥐여 주면 뭐든 했던 쓰레기였다.
황실의 개로, 단장의 도구로, 돈의 노예로 살았다.
가난을 핑계 삼아 죄책감을 버렸다.
그러나 끝에 있던 건 배신과 죽음이었다.

하지만 눈 떠보니 6년의 세월을 회귀해 신입 기사 때로 돌아와 있는데…?

'이제 돈 때문에 움직이는 칼잡이는 되지 않겠어.'

이전과는 다른 생을 살겠다며 다짐하는 유디트 앞에
적기사단장이 나타나 스카우트하는데…….

""합당한 대우를 약속하겠다. 적기사단에 소속을 두지 않겠나?""

흑기사였던 과거를 버리고 적기사로서
눈먼 돈을 좇지 않기로 한 유디트.
이번 생은 후회하지 않는 삶을 살 수 있을까?",https://page.kakao.com/home?seriesId=57142071,https://dn-img-page.kakao.com/download/resource?kid=Nyvkj/hyZ8DC13qT/mpwxheXklCbof3JoFRv2B1&filename=th2,카카오페이지,"['기사', '디트', '황실', '대우', '다짐']"
6,이건 명백한 사기결혼이다,"제이드,배즙,박해담",로판,"가문을 지키기 위한 유일한 방법, 결혼.

딱 1년간 남편이 되어줄 사람을 찾기 위해
정보 길드에 중매를 의뢰했다.

그런데
잘생긴 조건이 흡족하여 결혼했는데,
이 남자 이름이 케레이드가 아니라….

“뭐? 칼리어드 대공?”

그 미친 전쟁광, 살인마….
피를 부르는 악의 화신인
칼·리·어·드 대공 이라니!

토끼 같은 레이린의 목숨 건 계약 결혼, 
<이건 명백한 사기결혼이다>",https://page.kakao.com/home?seriesId=53949651,https://dn-img-page.kakao.com/download/resource?kid=cmf8l8/hzb7s3GIv6/mP0si8GZOZJDgehj8TCE70&filename=th2,카카오페이지,"['결혼', '대공', '레이드', '살인', '악의']"
7,비선실세 레이디,"선생,청해,예훤",로판,"역하렘 소설 속 여주인공의 하나뿐인 동생으로 빙의했다.
게다가 한 번 크케 앓다 깨어난 탓에, 여주인공이 유난히 애지중지한다.
그걸 이용해서 언니에게 상처만 준 갱생불가 쓰레기 원작 남주를 물리쳤더니…….

'리리, 안녕? 혹시 케이크 좋아하니?'
'리리는 언니를 닮아서 정말 예쁘구나. 쿠키 먹지 않을래? 언니한테는 멋진 오빠가 줬다고 꼭 말해주고.'
'이거 먹고 잠깐 저쪽으로 가 있지 않을래? 아저씨랑 언니랑 긴히 할 말이 있어서 그런데.'

어째서인지 다른 남주 후보들이 나에게 잘 보이지 못해 안달이다. 

***

""못 생긴 애랑은 같이 안 놀아.""

눈앞의 남자아이가 한껏 심통난 얼굴로 중얼거렸다.

어쭈. 그렇게 나온다 이거지?
이 구역 실세의 맛을 보여주지.
나는 언니의 옷자락을 슬며시 잡아 당기며 불퉁하게 뇌까렸다.

""나 쟤 싫어. 그러니까 쟤 데려온 오빠도 싫어.""

동시에 세드릭의 얼굴이 흡사 사망 선고를 들은 사람처럼 하얗게 질렸다.

#책빙의 #실세 뽀시래기 여주 #눈치 빠른 여주
#세계 제일 미인 자매 #자매가 차린 역하렘",https://page.kakao.com/home?seriesId=58094906,https://dn-img-page.kakao.com/download/resource?kid=bgCrv1/hzacbKn1ex/IQckresfGPnJcZgpHnhMm1&filename=th2,카카오페이지,"['언니', '여주', '얼굴', '하렘', '사망']"
8,그 악녀를 조심하세요!,"열매,푸른칸나,뽕따맛스크류바",로판,"소설 속 희대의 악녀에 빙의했다! 싫냐고? 아니? 좋은데?
공작영애 = 돈 많은 백수인 것을 내가 마다할 리가! 꿀이나 빨면서 여유롭게 살기 딱 좋지 않은가? 원작같은 건 다 떨쳐버리고 나의 삶을 사는거야!

그렇게 다짐했던 내가 이 몸에 빙의한지 얼마 되지 않아 목격한 것은 나의 약혼남이자 원작의 남주인공인 '황태자 이안'의 불륜 현장이었다. 

내가 아닌 다른 여자를 품에 안고 시시덕거리는 그를 보며 나는 눈물……따윈 개뿔, 나오지도 않더라. 내 눈물은 비싸서 저런 쓰레기에게 흘리기엔 아깝거든. 눈물 대신 깊은 빡침을 담은 목소리로 물었다.

""전하는 개자식인가요?""

고구마밭에 떨어진 역대급 사이다 여주! 환장하는 원작을 뒤집어 엎기위한 걸크러쉬 그녀!
이유? 여주가 똥차같은 남주들에게 휘둘리기엔 너무 아까웠거든.

원작 여주에게 꼬이는 똥차들을 치우는 그녀와, 그녀만을 바라보는 늑댕이 한마리의 이야기!",https://page.kakao.com/home?seriesId=54439672,https://dn-img-page.kakao.com/download/resource?kid=Wn5H2/hzmU0Qo1v2/AbFPt66mAiAwZdWCwaH1gK&filename=th2,카카오페이지,"['눈물', '원작', '여주', '똥차', '공인']"
9,우선 남동생부터 숨기자,"자목,천리,채지후",로판,"하필이면 19금 다공일수 피폐 BL 만화에 수의 하나뿐인 누나로 빙의하고 말았다! 
재수없게도 광공 남주가 끔살시킬 첫 희생자가 누나인 나라니요…. 
이렇게 죽기 싫으니 전략을 짜자. 
우선, 또라이 공의 시야에서 남동생을 숨기는 거야!",https://page.kakao.com/home?seriesId=57492806,https://dn-img-page.kakao.com/download/resource?kid=coAWSX/hzachiHZRw/dcOYes676nvkZkEzLKhQU0&filename=th2,카카오페이지,"['누나', '남동생', '시야', '자가', '주가']"
10,튜토리얼이 너무 어렵다,"이마에 다이키,gandara",소년,"gandara 퓨전 판타지 장편소설 '튜토리얼이 너무 어렵다' 가 웹툰으로 독자 여러분을 찾아갑니다.

삶이 무료하던 어느 날, 내 눈앞에 나타난 초대 메세지. 
[튜토리얼 세계에 입장하시겠습니까?] 

그리고 뒤이어 나타난 난이도 선택 창. 
[이지] [노말] [하드] [헬] 나는 주저없이 헬 난이도를 선택했다. 

그리고 후회했다. 

아무리 헬 난이도라지만, 이건 너무 심하잖아.",https://page.kakao.com/home?seriesId=56443245,https://dn-img-page.kakao.com/download/resource?kid=1Xs7V/hzhOiOWwQE/wq7USsr0XOvuDaEDSk7A61&filename=th2,카카오페이지,"['토리', '세계', '입장', '눈앞', '메세지']"
11,무련전봉,"막묵,벽가벽",액션무협,"제자들의 경쟁이 심하기로 이름난 능력지상주의 문파 ‘능소각’. 
3년이나 수련을 했지만 종파에서 수련 등급이 가장 뒤처져 동기들에게 갖은 수모를 당하던 ‘양준’은 어느 날 의문의 서책 한 권을 발견한다. 
그 서책에는 무도(武道)를 익히는 수련법과 정체 모를 힘이 숨겨져 있는데…… 

과연 ‘양준’은 그 서책을 통해 무도(武道)를 익히고, 험난하고 외로운 싸움에서 무도(武道)의 최고봉까지 올라설 수 있을 것인가?",https://page.kakao.com/home?seriesId=53483967,https://dn-img-page.kakao.com/download/resource?kid=fdEAu/hyuhrHlq8a/IwN07ARaueKoaW1Zk4oYC0&filename=th2,카카오페이지,"['수련', '능력', '등급', '무협', '발견']"
12,모시던 아가씨가 도련님이 되어버렸다,"시그마,태비의별",로판,"조연에 빙의한 지 9년 차, 모시던 아가씨가 도련님이 되어 찾아왔다.

*

원작 여주인공의 시녀 생활을 청산한 지도 4년.
웬 잘생긴 남자가 찾아왔다.
그것도, 내가 모시던 아가씨를 닮은 남자가.

“약속을 지키러 왔어, 블레아. 나와 평생을 함께하겠다고 했잖아.”
“설마… 아가씨?”

순간, 남자의 붉은 눈에 이채가 돌았다.
코앞까지 다가온 그가 고개를 기울여 내 머리카락에 입 맞췄다.
그리고 속삭였다.
아주 다정하고 아름다운 목소리로.

“이젠 도련님이라 불러야지.”

……네?

*

원작대로라면 여주인공, 클로이는 후회에 찌든 가족들을 거느리고
남주인공 후보들과 해피라이프를 즐길 수 있었다.

하지만 연재 중지되었던 원작 소설에는 큰 비밀이 있었으니……
여주인공이 알고 보니 남자라면 어떻게 되는 거지?

“크… 클로드, 가족들에게 가보지 않아도 괜찮아요?”
“말했잖아. 필요 없어.”
“그럼 저번에 그 남자분들은…….”
“지금 내 앞에서 다른 남자 이야기를 하겠다고?”

…그 남자들이 원래 당신이랑 이어져야 했을 남주인공들인데요.

“나는 너만 있으면 돼. 다른 건 알 바 아냐.”

가족 후회물의 주인공께서 모든 걸 다 뻥 차 버리고 내 곁에 있겠다고 선언했다.

“그러니, 블레아. 너도 나만 보는 거야.”

전에 없이 다정한 눈 속에 집착이 가득했다.


*********************

로판 화제작 태비의별 작가님의 <모시던 아가씨가 도련님이 되어버렸다> 본격 웹툰화!
빙의된 하녀 블레아와 츤데레 클로이의 티키타카 찐케미를 만나보세요!!

*********************",https://page.kakao.com/home?seriesId=55249956,https://dn-img-page.kakao.com/download/resource?kid=bKxa8E/hzwBpe1Rxi/kzBTVSosKrLzi1q755CR01&filename=th2,카카오페이지,"['원작', '가족', '도련님', '남자', '아가씨']"
13,용이 비를 내리는 나라,썸머,BL,"'용을 깨우는 나라는 태평성대를 누린다.'

국토의 반이 사막인 제국 라한. 
이곳 세계에서는 용이 출현한 나라가 부흥한다는 오랜 전설이 있다. 
그러나 거의 몇 백 년 전을 마지막으로 제국에서는 용이 나타나지 않았다. 

그러던 중 라한에서 용의 부화 조짐이 보이고,
야심가인 황태자는 용의 부화 소식에 누구보다 기뻐한다. 

그러나 그가 대면한 용은 아직 이지 능력도 없는 미성숙한 어린아이의 모습!
용의 성장할 때까지 기다려야 한다는 신관의 간언에 
황태자는 용의 부화 사실을 함구하라 명하고 황궁의 궁 깊숙한 곳에 용을 숨긴다. 

그리고 용의 축일 전야. 
늦은 밤, 황궁에서 일하는 스우는 
태자의 말이 있는 축사에서 정체불명의 어린 소년과 만나는데…!

어린 아이의 모습으로 태어난 용과 
나단과 함께 라한을 떠나고 싶은 소년 스우, 그리고 황태자. 
아름다운 동양의 나라에서 이들이 엮어내는 사랑과 집착의 론도.
************************************************
<소라의 눈>, <해피 버스 데이> 등 인기 만화가 썸머의 최신작!


[로고 및 표지 디자인] 디자인그룹 헌드레드

************************************************

웹툰 [용이 비를 내리는 나라]는 매주 월요일, 주1회 연재됩니다.",https://page.kakao.com/home?seriesId=50661727,https://dn-img-page.kakao.com/download/resource?kid=IOwpF/hyEdekryqc/bcvW2M6LoGX9YWV5OrmRek&filename=th2,카카오페이지,"['황태자', '나라', '용이', '용의', '론도']"
14,환골탈태,마고(mago),드라마,"부드러운 살가죽, 짧고 까칠한 털, 작고 조그만 발....

이 해괴하고 귀여운 생물체는 대체 무엇?!

해골(스켈레톤)은 독립하면서 아기 고양이를 기르기로 한다.

드디어 이사 날에 인간계 대행 서비스를 이용해 받은 아기 고양이!
그런데 몸에 털도 별로 없고... 아기 고양이가 원래 이렇게 생겼었나?

인간계 대행 서비스 센터는 연결이 되지 않고,
졸지에 돌연변이 아기 고양이를 떠맡은 해골!

설상가상 아기 고양이의 울음소리에 옆집에서 항의가 쏟아지는데....

아기 고양이... 키울 수 있을까?!

마계에서 벌어지는 해골과 악마 아담, 서큐버스 릴리의 좌충우돌 아기 고양이 
육아 대작전이 시작합니다!",https://page.kakao.com/home?seriesId=51703113,https://dn-img-page.kakao.com/download/resource?kid=bI2iHo/hyZ8vybaG4/keBkSTbhovZ2W2dCRxU8Nk&filename=th2,카카오페이지,"['고양이', '아기', '해골', '서비스', '인간계']"
15,4000년 만에 귀환한 대마도사,"따개비,김덕용(REDICE STUDIO),낙하산",소년,"웨스트로드 아카데미의 열등생, 블레이크 가문의 수치.
괴로운 삶을 이기지 못해 죽음을 선택한
프레이 블레이크의 몸에 새로운 영혼이 깃든다.

“뭐야, 이 몸뚱이는?
하나부터 열까지 손 봐야겠군.”

대마도사 루카스 트로우맨.

열등생 프레이 블레이크의 육체로 복수의 기회를 얻다!

4000년의 시간을 넘어 귀환한
대마도사의 화려한 액션이 시작된다!",https://page.kakao.com/home?seriesId=54884637,https://dn-img-page.kakao.com/download/resource?kid=GO95f/hzacbJY7vf/yUZg6R4KdCwEq4vCWRwfN1&filename=th2,카카오페이지,"['레이크', '열등생', '프레이', '대마도', '아카데미']"
16,책 먹는 마법사,"크루 이스트우드,메켄로",소년,"“…학생, 자네가 지금 몇 서클이지?”

3년째 아카데미를 졸업하지 못하고 있는 낙제생, 테오도르 밀러.
명석한 두뇌와 의지만으로는 재능이란 벽을 뛰어넘어 수 없었고,
마법사가 될 수 없는 불운한 현실은 계속 되었다.

그렇게 절망과 한숨의 나날 끝에 새로운 전환 점이 찾아오게 되는데...

탐욕스럽게 지식을 탐닉하고 주인의 힘으로 만들어주는 탐욕의 마도서, 
'글러트니'가 테오도르의 손에 깃들게 되었다.

어느 책이든 손만 뻗으면 그 속의 어떤 마법이라도 그의 것이 된다.
이제 수석 졸업은 따놓은 당상! 아니, 세계 정복도 시간문제?!

“그래, 전부 다 먹어 치워주마!”

노력과 근성만으로는 안 된다고? 그게 아니라 다 때가 있는 법!
순도 99% 노력파 마법사에게 '살짝 귀찮은' 1%의 기연이 찾아왔다!",https://page.kakao.com/home?seriesId=57464612,https://dn-img-page.kakao.com/download/resource?kid=bSwQyz/hzwBrwZUEJ/YC1ofk8smLkX676TeXhzpK&filename=th2,카카오페이지,"['오도', '졸업', '마법사', '현실', '낙제']"
17,여왕 쎄시아의 반바지,"새들,재겸",로판,"[위대한 여왕 쎄시아, 그녀의 진짜 고민은 바로 불편한 코르셋?]

아흔아홉 개 나라를 평정하고 통치자의 잔을 손에 쥔
위대한 여왕 쎄시아, 그녀의 진짜 고민은 바로 불편한 코르셋?",https://page.kakao.com/home?seriesId=58179782,https://dn-img-page.kakao.com/download/resource?kid=lfJdu/hzhOeej618/ErkveTY7mY2XHaJzD47EV1&filename=th2,카카오페이지,"['고민', '나라', '여왕', '통치', '코르셋']"
18,나는 이 집 아이,"코튼,시야",로판,"전생의 기억이 좀 있다는 것만 빼면 평범한(?) 사생아로서 시간을 보내왔다.
그러던 어느 날, 창녀인 어머니가 열한 살이 된 나를 아버지 앞으로 데리고 갔다.

“1만 골드를 줘요.”
“2만 골드를 주지. 대신 이것에서 손 떼.”

차가운 거래에 움츠러들어 있는데 그냥 부자인 줄 알았던 아버지가, 알고 보니 제국 유일의 공작이란다.

이제 난 어떻게 되는 걸까?
내가 정말 이 집 아이일까?",https://page.kakao.com/home?seriesId=51415682,https://dn-img-page.kakao.com/download/resource?kid=evg9iC/hy41LW4vb7/rUT405kpHWpggXFfiRku20&filename=th2,카카오페이지,"['아버지', '거래', '대신', '공작', '부자']"
19,불패검선,"FIST CAT,김찬영,적하",액션무협,"시골 객점의 아들 송우문.
어릴 적부터 몸이 약했던 그는
어느 날 노도사가 그려 주고 간
산수화를 보고 바보가 된다.

그렇게 동네에선 바보라 놀림받고
부모에겐 한심한 아들로 자라지만

스무 살이 되던 날!
각성과 함께 산수화 속 절대무공을 꽃피운다!",https://page.kakao.com/home?seriesId=55152866,https://dn-img-page.kakao.com/download/resource?kid=bAt131/hyEdd59Bav/MOmIbrJ72lVePITLwhVQRK&filename=th2,카카오페이지,"['산수화', '아들', '각성', '부모', '살이']"
20,8클래스 마법사의 회귀,"테스,류송",소년,"황제 라그나르와 통일 제국을 위해 손에 피를 묻히길 수십 년.
나는 고향으로 돌아가 속죄하며 죽은 듯이 살고자 했다.

그러나,

“자네는 언제든지 나를, 나의 제국을 집어삼킬 수 있는 8클래스의 대마법사.”
“그런 괴물을 어찌 살려둘 수가 있겠나?”

친구이자 주군이었던 라그나르에게 배신당하고 죽음의 문턱을 넘기 직전,
시간 마법의 주문이 새겨진 단검을 심장에 찔러 넣었다.

‘내가 원했던 참회란, 모든 것을 되돌려놓는 것.’


인류 최초의 8클래스 마법사 이안 페이지.
그가 30년 전 과거로 돌아왔다.",https://page.kakao.com/home?seriesId=57140255,https://dn-img-page.kakao.com/download/resource?kid=bFo1yc/hzhOgdbVh9/DK25BQj1Xk9t1dvEjTFUoK&filename=th2,카카오페이지,"['그나', '제국', '마법사', '클래스', '문턱']"
21,화산권마,"진선규,우각",액션무협,"자신의 마을이 습격받고 유일하게 살아남은 담호, 하지만 담호는 절름발이다. 무인으로서 최악의 조건이지만 담호는 수련을 멈추지 않는다. 주변 사람들로부터 무인이 될 수 없다고 듣지만 끝까지 포기하지 않는 담호, 과연 그는 최고의 무인이 될 수 있을 것인가?",https://page.kakao.com/home?seriesId=56505406,https://dn-img-page.kakao.com/download/resource?kid=rDCE8/hyQ9S27j73/0Vbmk8FEKHSMvBKZ7OSzvk&filename=th2,카카오페이지,"['무인', '마을', '무협', '습격', '액션']"
22,롱리브더킹,버드나무숲,드라마,"한 여인을 위해 불가능에 도전하는 남자가 있다. 
의리와 사랑을 빼고는 아무것도 없다고 말하는 남자 장세출! 
사랑하는 여인 강소현을 위해, 목숨보다 더 소중한 친구 정춘택을 위해, 
목포 건달 장세출은 대통령이라는 꿈에 도전한다.
[매주 월요일 연재]",https://page.kakao.com/home?seriesId=47118512,https://dn-img-page.kakao.com/download/resource?kid=b0RMzA/hzhOi8QVKa/mDkJ9j29ky19cdP8Ue0Xmk&filename=th2,카카오페이지,"['여인', '도전', '남자', '목숨', '건달']"
23,"황녀, 반역자를 각인시키다","수리(COPIN),윤지선(COPIN),사공(COPIN),이린비",로판,"호문클루스에 의해 황실은 망하고 제7황녀, 이뷔엔로즈는 그들 편에 선 동생에 의해 독약을 마시고 죽는다. 다시 눈을 떴을 때, 8년 전으로 돌아와 있었고 그녀는 황실의 몰락을 막기 위해 호문클루스들의 왕이자 공중감옥의 괴물 '미카엘'을 자신의 기사로 들이기로 한다.

""미카엘, 난 그대가 필요해. 아주 절실하게 말이야.""",https://page.kakao.com/home?seriesId=56702100,https://dn-img-page.kakao.com/download/resource?kid=caqGz8/hzb7wyRffa/qXrm2p9EIEf2nVMIrbxjnK&filename=th2,카카오페이지,"['미카엘', '루스', '황실', '몰락', '감옥']"
24,버려진 아내에게 새 남편이 생겼습니다,"랍스타,한하연",로판,"[전 남편에게 치욕적으로 버림받은 클로에 앞에 새로운 남자가 나타난다]

“아내 판매로군.”
클로에는 강압적이고 폭력적이었던 남편에게 결국 버림받는다.
그것도 치욕적인 ‘아내 판매’로.

허름하고 비좁은 술집, 그리고 술집보다 더 별볼일 없는 남자들 앞에서
클로에가 삼백 레안에 팔려나갈 위기에 처했을 때,

오만 레안이라는 거금을 내건 정체 모를 남자, 애쉬 브리니클이 나타난다.",https://page.kakao.com/home?seriesId=58360926,https://dn-img-page.kakao.com/download/resource?kid=b9Agp/hzhOiadESL/KeFyz31KJ0mgZqQ91Fl4Ik&filename=th2,카카오페이지,"['남자', '삼백', '볼일', '브리', '위기']"
25,이번 생은 가주가 되겠습니다,"앤트스튜디오,몬, 앤트스튜디오,김로아",로판,"“…한번 해 보자. 내가 가주가 되는 거야.”

제국에서 제일가는 가문, 롬바르디의 사생아로 환생한 피렌티아.
게다가 이 가문은 막대한 부는 물론 외교와 문화까지 통달한
말그대로 제국의 역사 자체!

금수저 오브 금수저 인생 당첨!
앞으로는 탄탄대로일 거라 생각했는데….
아버지는 돌아가시고, 친척들은 문전박대,
거기다 그 잘나가던 가문까지 쫄딱 망해 버릴 줄이야!!

분통을 터트리며 술을 조금(?) 많이 마시며 돌아가는 길,
마차에 치여버리기까지!

“이건 해도 해도 너무하잖아….”

하지만 원망도 잠시, 눈을 뜨니 일곱 살로 돌아왔다?!
사랑하는 아버지를 다시 보는 것도 믿기지 않는데,
내가 아버지와 가문을 살릴 수도 있다고?

거기다 회귀 전 가문의 원수,
2황자가 대형견마냥 졸졸 쫓아다니기까지?!

좋아, 이렇게 된 거 2황자도 가문도 다 내 거다!

환생에 회귀까지, 인생 3회차 피렌티아의 가주되기 프로젝트!

**************************

[표지 및 타이틀 로고 디자인] 조정원

**************************

웹툰 [이번 생은 가주가 되겠습니다]는 매주 월요일, 주1회 연재됩니다.",https://page.kakao.com/home?seriesId=56566288,https://dn-img-page.kakao.com/download/resource?kid=lCJOm/hzmU28erTk/KZjAeT79Zt6GiVdLpzAR91&filename=th2,카카오페이지,"['가문', '피렌', '인생', '가주', '당첨']"
26,신마,황성,액션무협,"'신(神)과 마(魔)를 한 몸에 지닌 공전절후의 풍운아가 벌이는 기상천외한 전쟁!'

전 무림을 상대로 한 전쟁에서 결국 목이 잘려 죽는 마교 교주 청풍.
심복 심연도주가 치밀하게 준비한 환생 프로젝트로 다시 살아난 그는
몸무게 300근, 걷기는 커녕 제대로 앉아있기도 힘든 희대의 비만에
무공은 일초반식도 모르는 하북팽가(河北彭家)의 뚱보 공자로 다시 환생한다.

“좋아. 일단 하북팽가부터 접수해주지. 그리고 기다려.
정파, 사파, 흑도, 녹림, 마교.
날 죽이기 위해 한칼이라도 거든 놈들은 하나씩 모조리 손 봐주지…!”

전 무림이 합동하여 간신히 죽인 희대의 풍운아가 다시 살아나 대전쟁을 예고한다!",https://page.kakao.com/home?seriesId=57474947,https://dn-img-page.kakao.com/download/resource?kid=QDJmD/hzb7yQZMGX/IkealKF02g3JVCEAp8nrgK&filename=th2,카카오페이지,"['전쟁', '대의', '풍운아', '무림', '교주']"
27,천하제일 표사,"정재,장담,류사",액션무협,"어느 날 천하제일인이 사라졌다.

그리고 산골 소년 소운 앞에 나타난 노인.
치매에 걸려 자신을 기억 못 하는데...

소운은 노인을 어릴 때 사라진 스승으로 알고
정성스럽게 모시며 무공을 배운다.

육 년 후.
정신을 차리고 사라진 스승을 찾기 위해 소운은 풍천표국의 표사가 되고...
은혜를 베푼 소국주와 표국의 친구들과 뭉쳐서
천하제일 표국을 만들기 위한 대장정을 시작하는데...",https://page.kakao.com/home?seriesId=58493971,https://dn-img-page.kakao.com/download/resource?kid=bYOyVw/hzhOgXZ25W/t46CNBV9u6L665xePK4ao0&filename=th2,카카오페이지,"['스승', '천하', '정신', '대장정', '만들기']"
28,독고3 [완전판],"민(Meen),백승훈",소년,"[독고3]
모든 일에 의욕을 잃고 표류하던 태진은 과거 당영고 씨름부 주장이었던 심상윤으로부터
영입 제안을 받게 되고 결국 현실과 타협하고 주먹의 세계에 몸을 담게 된다.
그리고 그 세계에 적응해나가면서 점차 나락으로 떨어짐을 느끼게 되는데...
독고 시리즈 중 가장 처절한 이야기가 펼쳐진다.",https://page.kakao.com/home?seriesId=48511988,https://dn-img-page.kakao.com/download/resource?kid=1gUQv/hyCveFCCBg/LH6SRpZisUbgrOyjrP7oFk&filename=th2,카카오페이지,"['독고', '세계', '주장', '태진', '표류']"
29,연습생 고영신,정현수,로맨스,"""내가 너, 예전에 좋아했었다?""

아이돌 연습생 '고영신' 앞에
비주얼+실력 천재 연습생이 나타났다!

그런데 그는 다름 아닌
초딩 때 건방진 뚱보, '남도영'?! 

아르바이트 하랴, 밤낮으로 연습하랴
몸이 두 개여도 모자란 영신의 팍팍한 일상 속에
자꾸만 스며드는 도영. 

하지만 영신은 데뷔를 위해선
그 무엇에도 흔들리지 않겠다고 결심하는데...!

파란만장 아이돌 지망생의 고군분투기
<연습생 고영신>",https://page.kakao.com/home?seriesId=56649435,https://dn-img-page.kakao.com/download/resource?kid=I3oAP/hzhOiVIF0F/Y2o0uthTGBdjvw4pW0UHlk&filename=th2,카카오페이지,"['연습생', '결심', '지망', '투기', '파란만장']"
