,제목,작가,장르,줄거리,url,썸네일,플랫폼,키워드
489,장풍전,신영우,"스토리, 액션","세상 모두가 내공을 가질 수 있는 시대.
아직까진 고수라는 존재의 의미가 없지만,
세상 한편에선 옛 고서나 체계적인 연구로 인해 인간의 능력을 월등히
뛰어넘는 고수들이 만들어지고 있다.
​
세상에 공개된 내공수련법 이외에 다른 고서들이 있었고,
비밀리에 빼돌려진 무공비급들로 인해 점차 무서운 괴물들이 탄생한다.
이들은 개인적인 일탈로 사건을 일으키기도 하고,
문파라는 미명하에 조직을 결성해 힘을 키우며,
거대 자본의 어두운 뒷치닥거리도 서슴치 않는데...",https://comic.naver.com/webtoon/list?titleId=789966&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/789966/thumbnail/thumbnail_IMAG06_6c17fbdb-aa92-4b3b-9847-9e6f94ad79d0.jpg,네이버 웹툰,"['내공', '고서', '세상', '고수', '능력']"
490,고백 취소도 되나?,신매,"스토리, 로맨스","설레는 마음으로 고백할 준비를 하던 '반하얀'.
그런데 고백이 양아치 같은 '설박하'에게 잘못 전해졌다.
그런 사실을 들키지 않기 위해 필사적으로 노력하는 하얀과, 그런 그녀 머리 위에서 즐기는 박하.
과연 하얀은 그에게서 벗어나 다시 제대로 고백할 수 있을까?
&lt;나의 첫번째 새벽&gt; 신매 작가의 풋풋 하이틴 로맨스 신작!",https://comic.naver.com/webtoon/list?titleId=783524&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/783524/thumbnail/thumbnail_IMAG06_32f5649b-f13d-4236-8e1f-3055c0b230e8.jpg,네이버 웹툰,"['고백', '로맨스', '박하', '마음', '아치']"
491,결혼까지 망상했어!,문주,"스토리, 로맨스","'내게는 짝남도 강제 남사친일 뿐' 
10대 안에 한 번이라도 연애를 해보는 게 소원이지만 호감 상대와 결혼까지 망상하면 절대 성사되지 않는다는 징크스를 지닌 소망. 
연애의 '연'자도 허용되지 않던 그녀의 현실에도 볕 들 날이 오긴 하는데... 이게 과연 썸이 맞긴 할까? 망상 소녀 소망의 유쾌 발랄 로맨스.",https://comic.naver.com/webtoon/list?titleId=761599&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/761599/thumbnail/thumbnail_IMAG06_d685e6ab-7d45-4715-9756-c6c3613be31c.jpg,네이버 웹툰,"['강제', '결혼', '상대', '성사', '소원']"
492,학교정벌,나락 / 지앤,"스토리, 판타지","학교는 공부하는 곳이 아니다.
학생의 성적과 재능이 무기가 되고, 학교가 이동 요새가 되어 벌어지는 학교정벌!
밑바닥 학교의 전교회장인 마파람이 보여주는 뜨거운 반란.",https://comic.naver.com/webtoon/list?titleId=739097&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/739097/thumbnail/thumbnail_IMAG06_7e15c82c-234a-4ed9-a0ad-556fdce9f30f.jpg,네이버 웹툰,"['학교', '반란', '마파람', '밑바닥', '성적']"
493,사실 마법이었던 거임,박성현,"스토리, 개그","&lt;사장님을 잠금해제&gt; 박성현 작가의 예측불가 개그 신작!
마술인 줄 알았는데 사실은 마법이었다!?
마법사 &lt;이스트 도널드 우르사우르스&gt;는 인간계로 유배되어 '이도우'라는 이름으로 살아가고 있다. 고등학교를 무사히 졸업해야만 마법계로 돌아갈 수 있다는데..!
도우는 평범한 학교생활을 하고 싶지만 주변에서 가만히 내버려 두질 않는다. 수많은 위기를 극복하고 다시 마법계로 돌아갈 수 있을까?",https://comic.naver.com/webtoon/list?titleId=774865&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/774865/thumbnail/thumbnail_IMAG06_b7fad35a-b4cb-4075-bb7d-69e1bad65574.jpg,네이버 웹툰,"['마법', '개그', '마술', '사장', '성현']"
494,6월의 라벤더,밤희 / 게살,"스토리, 감성","어릴 적 미술학원에서 만나 어른이 된 지금까지 절친인 시연과 유라.
사회에 첫 발을 내딛게 된 두 친구에게는 아직도 어렵고 두려운 일들이 가득하다.
새로운 일과 낯선 감정들이 어색한 두 친구는 오해와 화해를 반복하며 점차 성장해간다.",https://comic.naver.com/webtoon/list?titleId=791937&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/791937/thumbnail/thumbnail_IMAG06_14d97f43-3039-42f9-a576-841cd03a67f0.jpg,네이버 웹툰,"['감정', '낯선', '일과', '가득', '반복']"
495,생존로그,이노,"스토리, 액션","구독자 300만을 자랑하는 위투버 '쌈쏜'은 다섯 명의 BJ들과 함께 무인도 섬에서 방송을 시작한다.  
그들은 보다 자극적인 컨텐츠에 욕심이 생겨 섬의 더 깊은 곳으로 들어가고 무인도인줄 알았던 그곳에는 언제 지어졌는지 알 수 없는 낡은 벙커가 있다.  
호기심과 두려움이 공존하던 그 때 일행을 위협하는 '무언가'의 습격이 시작된다.",https://comic.naver.com/webtoon/list?titleId=773027&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/773027/thumbnail/thumbnail_IMAG06_8db5e803-7fb7-4753-9b01-1f6da06b9794.jpg,네이버 웹툰,"['시작', '무인도', '액션', '독자', '명의']"
496,나의 작은 서점,한민기,"스토리, 로맨스","꿈을 잊은 채 현실에 순응하며 살아가는 ‘방송 작가’ 한주아. 첫 예능이 폐지되고 주아는 스스로 잘 살고 있는지 의문을 품게 된다. 그러던 와중 퇴근길에 우연히 봤던 동네 서점 앞에 서게 되고, 잊었던 꿈과 동시에 곰 탈을 쓴 재수 없는(?) 서점지기와 마주하게 되는데.. 망해가는 서점주인, 망한 아이돌, 그리고 꿈에 다가가지 못하고 서성여야 했던 주아. 그들이 꿈을 향한 첫 페이지를 넘긴다.",https://comic.naver.com/webtoon/list?titleId=790416&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/790416/thumbnail/thumbnail_IMAG06_18a6aa1e-3d22-43a1-8301-342fd60262c5.jpeg,네이버 웹툰,"['동네', '동시', '로맨스', '와중', '재수']"
497,예쁜 사나이,영원,"스토리, 드라마","무시무시한 외모와 강한 완력. 공포와 두려움을 주는 존재. 
남자 중의 남자 '상남자'로 불리는 ‘노다지’ 
하지만 속마음은 누구보다도 친구들과 잘 지내고 싶은 평범한 고등학생일 뿐! 
​
어느 날 예쁜 외모를 뽐내는 '영기'가 전학을 오게 되고, 인기폭발인 그 모습에 무릎을 탁 아니 쾅! 치게 되는데… 
과연 다지는 편견과 선입견에 맞서 예뻐질 수 있을 것인가?!",https://comic.naver.com/webtoon/list?titleId=775657&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/775657/thumbnail/thumbnail_IMAG06_c03e4ade-fbda-45e2-8dcc-b4081eddf83b.jpg,네이버 웹툰,"['드라마', '외모', '무릎', '무시', '고등학생']"
498,천치전능,김칸비 / 송래현,"스토리, 드라마","학창 시절 매일 폭력 사건을 일으키던 문제아 김전지는 오토바이 사고로 다리를 다쳐 현역(?)에서 은퇴하고 훌륭한 사회부적응자로 살아가고 있다.
그러던 어느 날 육교 위 거지 노인과 시비가 붙게 되어 거지 노인에게 행패를 부리고 마는데....
그 노인이 하필이면 ‘신’?",https://comic.naver.com/webtoon/list?titleId=768473&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/768473/thumbnail/thumbnail_IMAG06_2fc5aa0b-92d6-4b05-8cd7-209fb103eff1.jpg,네이버 웹툰,"['사건', '은퇴', '폭력', '시절', '자로']"
499,여우애담,이도광,"에피소드, 로맨스","인간을 멸시하는 구미호 연은 우연히 인간인 동이의 도움을 받아 사고를 면하게 된다.

본디 구미호란 은혜를 입으면 갚아야만 하는 존재.
연은 보은을 위해 하루도 거르지 않고 동이를 찾아가고, 동이는 그런 연이 부담스럽기만 하다.

절대 가까워질 수 없을 것 같던 둘은 서로의 상처와 결핍을 알고, 채워주며 좋은 감정을 키워나가는데...

살아온 환경도, 종족도, 사랑하는 방식마저 다른 둘. 구미호와 인간의 사랑은 과연 행복한 결말로 맺어질 수 있을까?",https://comic.naver.com/webtoon/list?titleId=786082&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/786082/thumbnail/thumbnail_IMAG06_97b74e3a-6bb1-44de-8474-0921f7f40b3b.jpg,네이버 웹툰,"['구미호', '동이', '인간', '서로', '결말']"
500,후궁 스캔들,정현 / 기트로우,"스토리, 로맨스","동생 때문에 억지로 황태자비 간택전에 나가게 된 화영.
이렇게 된 김에 화려하게 쫓겨날 계획을 세운다!
하지만 계속 이상하게 엮이는 황태자 신영 때문에 계획은 쉽지 않고,
오히려 황비와 황태후 눈에 들어 화영은 최고의 후보로 손꼽히게 되어 버리는데….",https://comic.naver.com/webtoon/list?titleId=784140&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/784140/thumbnail/thumbnail_IMAG06_11c6b647-b49b-441b-afa3-4666190b1256.jpg,네이버 웹툰,"['계획', '화영', '황태', '신영', '황비']"
501,밀실 마피아 게임,WONS / 백지운 / PAN,"스토리, 스릴러","평범한 고등학생이었던 강철중, 어느 날 그가 잠에서 깨어나보니 처음 보는 밀실에 갇혀 있었다. 
혼란스러운 상황에서 주변을 뒤져 발견한 것은 낡은 MP3 하나.
MP3에 남아있던 메시지로 알게 된 것은 자신이 독이 중독되어 있다는 것과 앞으로 목숨이 3시간밖에 남지 않았다는 충격적인 사실이었다. 
평소 추리 퀴즈 마니아였던 강철중은 몇 년 동안 쌓아온 추리 실력을 토대로 단서를 찾아 밀실을 탈출하려고 노력한다. 
하지만 이상과 현실은 다른 법. 
실수를 연발하다 결국 독이 퍼져 피를 토하는 급박한 상황에 이르게 된 그의 눈에 띈 마지막 단서는 과연?! 

&lt;스트러글&gt; &lt;언데드킹&gt;의 백지운 작가가 선보이는 새로운 생존 게임! 
이 지옥 같은 밀실을 탈출할 방법은 있을 것인가!",https://comic.naver.com/webtoon/list?titleId=794224&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/794224/thumbnail/thumbnail_IMAG06_69231bdb-8d4c-4724-968b-af86e4762fbf.jpg,네이버 웹툰,"['밀실', '상황', '단서', '탈출', '지옥']"
502,위험한 남편을 길들이는 법,두지 / 윤손,"스토리, 로맨스","""난 그 OO이랑 결혼할 생각 없어."" 
이복 언니의 완강한 거부에 맞선 자리에 대신 나가게 된 이 회장의 사생아, 혜리. 
세기의 추남이라느니, 성격이 포악해 사람을 반 죽여놓았다느니, 
사이코패스라느니 하는 무성한 소문 속의 맞선남은, 그래, 꽤 '위험한 남자'이긴 했다.",https://comic.naver.com/webtoon/list?titleId=789651&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/789651/thumbnail/thumbnail_IMAG06_a7415876-91e9-41d4-bc57-37d3fe1705d2.jpg,네이버 웹툰,"['결혼', '사이코', '맞선', '소문', '완강']"
503,샤인 스타,김현,"스토리, 로맨스","전학생 선유별이 좋아하는 김샤인은 학교에서 유명한 달리기 스타. 잘생긴 얼굴에 뛰어난 운동신경!
‘내가 지금보다 조금 더 빨라지면, 그래서 김샤인을 앞지를 정도로 빨라진다면 나를 바라봐 줄까?'
달리기보다 잿밥에 관심 많은 달리기 천재 선유별과 오로지 달리기밖에 모르는 달리기 바보 김샤인, 육상부 소년소녀들의 좌충우돌 청춘 성장 드라마.",https://comic.naver.com/webtoon/list?titleId=758665&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/758665/thumbnail/thumbnail_IMAG06_28c6110f-f698-4e38-87c6-83f8fc7d9193.jpg,네이버 웹툰,"['유별', '달리기', '샤인', '소년', '청춘']"
504,몸이 바뀌는 사정,푸릭 / 달꽃 / 윤달,"스토리, 로맨스","황태자는 하룻밤을 보낸 여성과 몸이 바뀌는 저주를 받았고,
나는 그 저주를 풀지 못해 멸문당하는 공작가의 딸이 되었다.
​
저주를 풀고자 무심한 그를 유혹해 하룻밤까지 보냈다.
저주 해제약도 먹였겠다, 그에게 관심을 끊었는데……
​
설상가상 풀려야 할 저주는 풀리지 않고
이젠 예고도 없이 수시로 몸이 바뀌게 되었다?
​원래 몸으로 돌아가는 방법은 단 하나, 서로의 몸을 탐하는 것뿐.",https://comic.naver.com/webtoon/list?titleId=778991&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/778991/thumbnail/thumbnail_IMAG06_3164f5da-3661-40d2-8730-6b370f5bec27.jpg,네이버 웹툰,"['저주', '가상', '관심', '설상', '약도']"
505,돌&아이,송채윤 / 엔리,"스토리, 드라마","글로벌 아이돌 오디션에서 발탁된 걸그룹 '릴리'는 데뷔 직전 투표조작으로 나락에 떨어지고, 
이를 기획한 대한민국 최고의 엔터테인먼트 대표 차유주는 남편의 배신으로 누명을 쓰며 징역을 살게 된다.
수감 중 만난 조폭 출신의 비주얼센터감 은하린. 차유주는 그녀를 꼬셔 다시금 릴리를 데뷔시키는데...",https://comic.naver.com/webtoon/list?titleId=783865&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/783865/thumbnail/thumbnail_IMAG06_5b08f5bb-f0ab-4f2a-ae70-00e69687c058.jpg,네이버 웹툰,"['데뷔', '유주', '남편', '그룹', '기획']"
506,데빌샷,CTK,"스토리, 판타지","죽음을 마주한 순간,
지하세계의 왕과 계약했다.",https://comic.naver.com/webtoon/list?titleId=753842&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/753842/thumbnail/thumbnail_IMAG06_4a2c8474-15d8-4330-9e54-87fe0dd69469.jpg,네이버 웹툰,"['마주', '계약', '순간', '지하세계', '판타지']"
507,생존고백,박태현,"스토리, 로맨스","퇴마사가 귀신인 나에게 반해버렸다...?! 
퇴마사로부터 살아남기 위해 거짓 고백을 해버린 한 귀신의 생존 서바이벌 연애기
2021 지상최대공모전 1기 장려상 수상작",https://comic.naver.com/webtoon/list?titleId=786262&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/786262/thumbnail/thumbnail_IMAG06_0ca34d55-5ced-43fc-b795-535b75834da5.jpg,네이버 웹툰,"['귀신', '바이', '사가', '생존', '애기']"
508,굿 리스너,쥬드프라이데이,"옴니버스, 드라마","사무실을 공짜로 빌려쓰게 된 만화가 쥬드씨. 그 사무실은 원래 고민상담소로 쓰이던 곳이라 아주 가끔씩이긴 하지만 상담을 원하는 사람이 찾아오는데, 그냥 잘 들어주기만 하면 된단다. 이사를 한 바로 그날 밤, 손님이 찾아왔다. 이야기를 듣는 동안 쥬드씨는 이야기를 그림으로 그리기 시작하고, 다음날 그림을 전달하기 위해 방문한 쥬드씨는 놀라운 사실을 알게 된다.",https://comic.naver.com/webtoon/list?titleId=771933&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/771933/thumbnail/thumbnail_IMAG06_719f1dbf-aa7e-4119-a2dc-3a0f262814b9.jpg,네이버 웹툰,"['쥬드', '고민', '상담', '공짜', '드라마']"
509,블러드 리벤저,고백,"스토리, 판타지","어느 날 정체불명의 괴물 이블에게 습격 당한 '금마루'는 
이블을 사냥하는 리벤저 '제이.화이트'에게 도움을 받게 된다.

'금마루'는 그 사건을 계기로 오랜 시간 이어져 온 이블과 리벤저 간의 전쟁에 개입하게 되는데...",https://comic.naver.com/webtoon/list?titleId=783599&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/783599/thumbnail/thumbnail_IMAG06_ac516327-54b2-4f60-84d0-43697ce0abfe.jpg,네이버 웹툰,"['마루', '사냥', '정체', '제이', '판타지']"
510,당신의 여자가 되고 싶어요,팀아가페 / 별규,"스토리, 로맨스","성하윤 마음 속 갖고싶은 남자 1위, 문신휘!
다정하지만 연애에 있어서 만큼은 철벽남 신휘를 얻기 위한
계략녀 하윤의 맹랑 발칙한 계획들이 펼쳐진다.

생각은 짧게. 행동은 빠르게!
철옹성을 함락하기 위한 고군분투 로맨스",https://comic.naver.com/webtoon/list?titleId=780266&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/780266/thumbnail/thumbnail_IMAG06_9e497c67-9e01-4f93-9928-0be215425884.jpg,네이버 웹툰,"['로맨스', '성하', '연애', '철벽', '계략']"
511,소사이코티,서한 / 연호,"스토리, 드라마","깊은 산 속에 위치한 명문 서로고등학교,
입학 D+100 고립된 아이들이 미쳐가기 시작했다!
그 어떤 감정도 허락되지 않은 이곳은 '감정통제구역', 우리는 탈출할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=790829&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/790829/thumbnail/thumbnail_IMAG06_2d769454-5595-4bf6-b899-d12d070167da.jpg,네이버 웹툰,"['고등학교', '고립', '서로', '가기', '드라마']"
512,철수와 영희 이야기,울,"스토리, 로맨스","""너 정체가 뭐야?"" 
어느 날 갑자기 나타난 짝꿍 우영희. 사람이 아닌 것 같은데...? 
감정을 배우기 위해 학교에 온 로봇 영희와, 그런 영희를 도와주며 감정을 알려주는 철수. 
그런데... 영희와 함께 지낼수록 철수에게 알 수 없는 감정이 생긴다? 
누구도 들어올 수 없는 둘만의 세계 이야기!",https://comic.naver.com/webtoon/list?titleId=787465&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/787465/thumbnail/thumbnail_IMAG06_38957da0-5c0a-42bb-af2b-530ce0112abd.jpg,네이버 웹툰,"['세계', '이야기', '감정', '갑자기', '로맨스']"
513,오른눈이 보는 세계,코어,"스토리, 판타지","“인간은 반드시 행복해야 한다.”
칩으로 감정을 통제하는 사회. 그리고 칩을 해킹하여 환각을 보게 하는 해커. 
부정적인 감정이 금지된 세상에서 우울증을 앓고 있는 화이트해커 아연의 생존기",https://comic.naver.com/webtoon/list?titleId=751992&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/751992/thumbnail/thumbnail_IMAG06_0edda784-b0f0-4597-8f01-a5c1fbd4a104.jpg,네이버 웹툰,"['생존', '우울증', '통제', '해커', '해킹']"
514,사람은 고쳐 쓰는 게 아니야!,염라 / 구일하,"스토리, 판타지","나는 신이 제일 먼저 만든 인간이었다. 나는 사랑받는 게 당연해서 타인에게 한번도 사랑을 베풀지 않았다.
어느 날, 신이 노하여 내 앞에 나타났고 내게 문제를 내었다.
나는 그 문제의 답을 찾을 때까지 마음대로 죽지 못한다.
이번에 환생하면 답을 꼭 찾겠어. 그런데... “뺘아아!” 아기 황녀의 몸으로 환생?! 망했다!",https://comic.naver.com/webtoon/list?titleId=758664&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/758664/thumbnail/thumbnail_IMAG06_c76515e5-8386-4e4a-9e04-9ddaefb9de5e.jpg,네이버 웹툰,"['먼저', '아기', '인간', '판타지', '환생']"
515,"라커, 오프너",만취 / 바른꽃,"스토리, 판타지","무엇이든 '여는' 능력을 가진 김도빈 형사 앞에, 무엇이든 '잠가버리는' 범죄자 '라커'가 나타난다.
중요한 진실, 하나뿐인 관계, 천재적인 재능이 속수무책으로 '잠겨버리는' 사건들 앞에 '라커'를 잡기 위한 '오프너'의 분투...!",https://comic.naver.com/webtoon/list?titleId=761514&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/761514/thumbnail/thumbnail_IMAG06_d7e6f4c8-de93-49b0-8116-a32adf1d15aa.jpg,네이버 웹툰,"['능력', '범죄', '판타지', '형사', '분투']"
516,보스의 노골적 취향,팀솜사탕 / 반지은 / 시크크,"스토리, 로맨스","인생에 취향 따윈 NO!
외모, 재력, 능력, 치명적인 매력까지 갖춘 재벌남 권도혁은
그를 완전히 무장해제시켜버리는 자유로운 싱어송라이터, 이은채를 만난다.

사생활이 복잡한 아버지의 새로운 관심사가...이 여자라고?
은채의 정체를 파헤치기 위한 도혁의 노골적인 계략이 시작된다!",https://comic.naver.com/webtoon/list?titleId=780409&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/780409/thumbnail/thumbnail_IMAG06_ef62eeb8-20eb-4c2b-a13e-aab5f42c769d.jpg,네이버 웹툰,"['매력', '인생', '재력', '재벌', '취향']"
517,황제에게 하트를 심어주세요,"코코넛베리,율림니 / 6S","스토리, 로맨스","새벽에 소설을 읽고 잠들었던 여주인공은 눈을 떠보니 소설의 남주인공, 황태자의 어머니인 황후 샬리오니의 몸속에 들어온 것을 알게 된다.
그러나 샬리오니는 황제에게 끌려와 황태자를 낳고 황폐해진 정신을 이겨내지 못해 생을 마감한 비운의 인물! 소설과 같은 운명을 받아들일 수 없기에 여주인공은 자신의 운명을 바꾸고자 마음
먹는다. 하지만 아니나 다를까 소설의 내용처럼 황제는 여주인공에게 반해버리고 마는데...
애증의 관계로 시작된 두 사람 사이에서 사랑은 이뤄질 수 있을까?",https://comic.naver.com/webtoon/list?titleId=775318&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/775318/thumbnail/thumbnail_IMAG06_48e8454b-f1cf-41a3-baac-aca9d8cca395.jpg,네이버 웹툰,"['주인공', '소설', '황태자', '오니', '황제']"
518,조선여우스캔들,문종호 / 정후 / 차소희,"스토리, 로맨스","우리가 아는 전래동화는 사실 하늘에서 도망친 신수들이 벌인 범죄극이다!
하늘에서 어사로 파견된 여우 시호. 조선 최고의 기생이자 사기꾼 초란.
재주도 많고 사연도 많은 이들이 도깨비들의 수장 담과 함께
인간들을 괴롭히는 악한 신수들을 쫓아, 전래동화 속 이야기를 유쾌하게 뒤집고,
하늘마저 눈물을 흘릴 애틋한 사랑도 함께 시작한다. 바로 지금!",https://comic.naver.com/webtoon/list?titleId=758676&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/758676/thumbnail/thumbnail_IMAG06_1b2a397d-b508-4448-b330-5c2baf403b19.jpg,네이버 웹툰,"['하늘', '눈물', '사기꾼', '시호', '어사']"
519,혀로 만난 사이,집손이,"에피소드, 로맨스","맵고 짜고 단거!에 환장하는 야식러버 예능 막내 피디 신달아.
식단 관리 끝판왕 탑배우 조진국과...혀가 연결되었다?!
이후 진국은 자신의 핫바디를 지켜내기 위해 달아의 야식인생을 끝장내려 갖은 수를 쓰는데..
그렇게 시작된 두사람의 식.단.전.쟁!
한편, 굶주린 달아 앞에 나타난 매력적인 셰프가 있었으니..  그의 다정한 요리는 달아의 마음을 온통 빼앗고 셰프와의 본격 썸이 시작된다. 
달아가 먹는 것을 막으려는 배우 진국과 달아에게 뭐든 먹이고 싶은 썸남 셰프
두 남자 사이에서 갈팡질팡하는 달아의 혀 끝에는 어떤 달콤함이 남게될까?
혀로 만나게 된 세 사람의 짜릿한 삼각로맨스가 시작된다!
2020 지상최대공모전 장려상 수상작!",https://comic.naver.com/webtoon/list?titleId=775725&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/775725/thumbnail/thumbnail_IMAG06_76c44620-5eed-4843-8360-c6299677c22f.jpg,네이버 웹툰,"['야식', '셰프', '진국', '시작', '배우']"
520,오늘 밤만 재워줘,유나나 / 해번,"스토리, 로맨스","28살 모태솔로 감규리, 드디어 남자에게 '고백'을 받았는데... 
술에 취해 기억이 나지 않는다?!",https://comic.naver.com/webtoon/list?titleId=759641&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/759641/thumbnail/thumbnail_IMAG06_6b40f59f-57b4-4b07-9d8b-0d0596e8583f.jpg,네이버 웹툰,"['고백', '규리', '기억', '로맨스', '남자에게']"
521,보통아이,까를로스 / 범스테드,"스토리, 스릴러","정의로운 경찰이자, 워킹맘으로 고군분투 홀로 아들 도연을 길러 낸 연희. 
20살의 도연은 엄마의 바람처럼 착한 심성을 지닌 ‘보통 아이’로 성장했다. 
그러나 행복한 두 사람의 삶에 연쇄살인의 어두운 그림자가 드리우기 시작하는데... 
자신과 아들을 조여 오는 ‘그것’을 연희는 엄마로 맞이할 것인가? 경찰로 대항할 것인가.",https://comic.naver.com/webtoon/list?titleId=779627&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/779627/thumbnail/thumbnail_IMAG06_4931831b-e75e-43ce-bf8d-cc2b5246fb76.jpg,네이버 웹툰,"['아들', '엄마', '연희', '보통', '워킹']"
522,랑데뷰,제로,"에피소드, 드라마","어릴 적부터 소심하고 사회성이 부족한 점이 고민인 하민은 
새로 이사한 빌라에서 조금 특이한 사람들을 만나게 된다.  
28살 동갑내기 친구들의 우당탕탕 일상 시트콤!",https://comic.naver.com/webtoon/list?titleId=778967&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/778967/thumbnail/thumbnail_IMAG06_8d412665-103e-4f6c-8088-bdece6e862e6.jpg,네이버 웹툰,"['고민', '내기', '동갑', '드라마', '빌라']"
523,신이 담긴 아이,건치 / 호진,"스토리, 판타지","이승과 저승 사이, 신의 피가 흐르는 아이들을 위한 무당학교에
'예언의 아이'가 나타났다.",https://comic.naver.com/webtoon/list?titleId=745652&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/745652/thumbnail/thumbnail_IMAG06_5d6c0ee2-6859-485e-9f43-ef95dd7ea0d6.jpg,네이버 웹툰,"['무당', '사이', '신의', '이승', '예언']"
524,취향 소개소,이다몽,"스토리, 로맨스","&lt;머리카락을 뽑으면!&gt; 이다몽 작가의 신작!
캠퍼스 로망따윈 멀리 던진 채, 고학점과 효율적인 시간관리를 최우선으로 여기는 자발적 아싸 김주연. 
새학기를 맞아 학점얻기 쉬운 꿀 교양이라는  &lt;즐거운 힐링라이프&gt;를 수강하지만, 주연은 첫 과제부터 1점 처리를 당할 위기에 놓인다.
마땅한 취미도 없고 본인의 취향도 딱히 없는 무색무취 주연은 교수의 권유로 &lt;취향 소개소&gt;라는 정체 모를 곳을 방문하게 되는데...
주연이 앞에 나타난 수상한 동아리, &lt;취향 소개소&gt;. 당신이 좋아할 만한 다양한 취향을 소개해드립니다!",https://comic.naver.com/webtoon/list?titleId=777222&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/777222/thumbnail/thumbnail_IMAG06_7b1ac9e0-600c-4586-bd3d-586b502f32bd.jpg,네이버 웹툰,"['주연', '로맨스', '멀리', '수강', '시간관리']"
525,데이즈,양수,"스토리, 스릴러","대한민국 최고 재벌가의 첫째 아들이자 집안의 망나니 ‘한지한’은 오늘도
거하게 취했다. 오랜만에 아버지의 부름을 받고 집으로 갔지만
그 곳에는 아버지와 동생의 시체, 홀로 살아 있는 막내 ‘한지훈’만이 있었다.
어제까지 어리광 부리던 막내가 수많은 경찰들 앞에서 손가락을 들어
‘한지한’을 범인으로 지목하는데?!",https://comic.naver.com/webtoon/list?titleId=752462&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/752462/thumbnail/thumbnail_IMAG06_80159786-4a32-491c-8b77-373d58d94e4a.jpg,네이버 웹툰,"['한지', '막내', '스릴러', '가의', '대한민국']"
526,거래하실래요?,99C / 백도,"스토리, 로맨스","새로운 사랑은 중고거래로 장만하세요(?!)
남친과 헤어진 후, 추억의 물건을 중고거래 어플 '동네마켓'에 팔던 한결.
하지만 곧 구매자가 전 남친이란 걸 알게 되고... 당황하던 한결은 때마침 나타난 ‘중고남친’으로 위기를 모면하는데…!
전 남친 강현과 새로운 인연 이안, 이 삼각관계의 엔딩은 무엇일까?​
&lt;참새는 새!신부&gt; 작가들의 신작!",https://comic.naver.com/webtoon/list?titleId=773524&amp;weekday=sun,https://shared-comic.pstatic.net/thumb/webtoon/773524/thumbnail/thumbnail_IMAG06_ae23c83c-d1db-4aa8-a4ba-a0415789b20a.jpg,네이버 웹툰,"['신부', '참새', '로맨스', '때마침', '삼각관계']"
